LUFS-I-InGame,LUFS-M-InGame,name,wwise_path,file_path,LUFS-I,LUFS-M-MAX,音频时长,OutPutBus_BusVolume,OutPutBus_Volume,父级名1,父级音量1,父级MakeUpGain1,父级名2,父级音量2,父级MakeUpGain2,父级名3,父级音量3,父级MakeUpGain3,父级名4,父级音量4,父级MakeUpGain4,父级名5,父级音量5,父级MakeUpGain5,父级名6,父级音量6,父级MakeUpGain6,父级名7,父级音量7,父级MakeUpGain7,父级名8,父级音量8,父级MakeUpGain8,父级名9,父级音量9,父级MakeUpGain9,父级名10,父级音量10,父级MakeUpGain10,父级名11,父级音量11,父级MakeUpGain11,父级名12,父级音量12,父级MakeUpGain12,父级名13,父级音量13,父级MakeUpGain13,父级名14,父级音量14,父级MakeUpGain14,父级名15,父级音量15,父级MakeUpGain15,父级名16,父级音量16,父级MakeUpGain16,父级名17,父级音量17,父级MakeUpGain17,父级名18,父级音量18,父级MakeUpGain18,Main_Mix&MasterAudio
-19.8 ,-16.5 ,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music_R03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_FlowerCat\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music_R03\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music_R03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\FlowerCat\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music_R03.wav,-19.8 ,-16.5 ,"{'max': 3.649871587753296, 'min': 3.649871587753296, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music_R03,0,0,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music,7,0,Nikki_Skill_FlowerCat,-10,0,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-19.8 ,-17.5 ,nikki_skill_recovery_dissipate_v2,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Recovery\Nikki_Skill_Recovery_Cast\nikki_skill_recovery_dissipate\nikki_skill_recovery_dissipate_v2,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_skill_recovery_dissipate_v2.wav,-15.8 ,-13.5 ,"{'max': 1.3853541612625122, 'min': 1.3853541612625122, 'type': 'oneShot'}",0,0,nikki_skill_recovery_dissipate,-7,0,Nikki_Skill_Recovery_Cast,-2,0,Nikki_Skill_Recovery,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-19.9 ,-17.3 ,nikki_skill_fall_start_v3,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Ability\Nikki_Common_Obsolete\nikki_skill\nikki_skill_fall_start\nikki_skill_fall_start_v3,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_skill_fall_start_v3.wav,-18.9 ,-16.3 ,"{'max': 1.2666250467300415, 'min': 1.2666250467300415, 'type': 'oneShot'}",0,0,nikki_skill_fall_start,-4,0,nikki_skill,0,0,Nikki_Common_Obsolete,,,Ability,0,0,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,,,,3
-20.0 ,-15.1 ,nikki_skill_purege_ball_impact_04,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_Purege\Nikki_Skill_Purege_NianNianDan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_04\nikki_skill_purege_ball_impact\nikki_skill_purege_ball_impact_04\nikki_skill_purege_ball_impact_04,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\nikki_skill_purege_ball_impact_04.wav,-31.0 ,-26.1 ,"{'max': 1.0285314321517944, 'min': 1.0285314321517944, 'type': 'oneShot'}",0,0,nikki_skill_purege_ball_impact_04,0,0,nikki_skill_purege_ball_impact,5,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_04,3,0,Nikki_Skill_Purege_NianNianDan,0,0,Nikki_Skill_Purege,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-20.0 ,-15.1 ,VO_3C_Nikki_Skill_Ability_S0208_Action,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_ClaretNightdress\Nikki_Skill_ClaretNightdress\VO_3C_Nikki_Skill_Ability_S0208_Action\VO_3C_Nikki_Skill_Ability_S0208_Action,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\Voices\Japanese\Vo_Ability\VO_3C_Nikki_Skill_Ability_S0208_Action.wav,-18.0 ,-13.1 ,"{'max': 2.6907870769500732, 'min': 2.6907870769500732, 'type': 'oneShot'}",0,0,VO_3C_Nikki_Skill_Ability_S0208_Action,-5,0,Nikki_Skill_ClaretNightdress,0,0,Nikki_Skill_ClaretNightdress,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-20.0 ,-17.8 ,nikki_skill_PurgeStart_xuli01_spell,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Purege\Nikki_Skill_Purege\Nikki_Skill_CBT3\nikki_skill_PurgeStart_xuli01_spell\nikki_skill_PurgeStart_xuli01_spell\nikki_skill_PurgeStart_xuli01_spell,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\20240104\v2\nikki_skill_PurgeStart_xuli01_spell.wav,-33.0 ,-30.8 ,"{'max': 1.626479148864746, 'min': 1.626479148864746, 'type': 'oneShot'}",0,0,nikki_skill_PurgeStart_xuli01_spell,0,0,nikki_skill_PurgeStart_xuli01_spell,-3,0,Nikki_Skill_CBT3,5,0,Nikki_Skill_Purege,6,0,Nikki_Skill_Purege,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,3
-20.2 ,-14.8 ,ui_ingame_bling_rise,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Ability\Nikki_Common_Obsolete\nikki_skill\nikki_bling_rise\ui_ingame_bling_rise,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\ui_ingame_bling_rise.wav,-16.2 ,-10.8 ,"{'max': 3.037142753601074, 'min': 3.037142753601074, 'type': 'oneShot'}",0,0,nikki_bling_rise,-7,0,nikki_skill,0,0,Nikki_Common_Obsolete,,,Ability,0,0,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,,,,3
-20.4 ,-17.3 ,Sfx_3C_Nikki_Ability_Nikki_Fireworks_Brun_Anim_R02,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_2_3C\Dev1_2_3C\Nikki_Skill_1_2\Nikki_Skill_1_2\Nikki_Skill_Firework\Nikki_Skill_Firework_FourStar\Sfx_3C_Nikki_Ability_Nikki_Fireworks_Brun_Anim\Sfx_3C_Nikki_Ability_Nikki_Fireworks_Brun_Anim_R02\Sfx_3C_Nikki_Ability_Nikki_Fireworks_Brun_Anim_R02,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Firework\Sfx_3C_Nikki_Ability_Nikki_Fireworks_Brun_Anim_R02.wav,-30.4 ,-27.3 ,"{'max': 2.3487467765808105, 'min': 2.3487467765808105, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Ability_Nikki_Fireworks_Brun_Anim_R02,0,0,Sfx_3C_Nikki_Ability_Nikki_Fireworks_Brun_Anim,2,0,Nikki_Skill_Firework_FourStar,5,0,Nikki_Skill_Firework,0,0,Nikki_Skill_1_2,0,0,Nikki_Skill_1_2,,,Dev1_2_3C,0,0,Dev1_2_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-20.4 ,-17.5 ,nikki_tutucao_explosion,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Ability\Nikki_Common_Obsolete\nikki_skill\nikki_tutucao_explosion\nikki_tutucao_explosion,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_tutucao_explosion.wav,-16.4 ,-13.5 ,"{'max': 2.123061180114746, 'min': 2.123061180114746, 'type': 'oneShot'}",0,0,nikki_tutucao_explosion,-7,0,nikki_skill,0,0,Nikki_Common_Obsolete,,,Ability,0,0,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,,,,3
-20.5 ,-18.2 ,nikki_skill_recovery_spell_V4,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Recovery\Nikki_Skill_Recovery_Cast\nikki_skill_recovery_spell_throw\nikki_skill_recovery_spell_V4,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_skill_recovery_spell_V4.wav,-17.5 ,-15.2 ,"{'max': 1.4487916231155396, 'min': 1.4487916231155396, 'type': 'oneShot'}",0,0,nikki_skill_recovery_spell_throw,-6,0,Nikki_Skill_Recovery_Cast,-2,0,Nikki_Skill_Recovery,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-20.5 ,-17.5 ,SFX_Nikki_Skill_PoisonFairy_Cast_R03_V3,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_PoisonFairy\SFX_Nikki_Skill_PoisonFairy_Cast\SFX_Nikki_Skill_PoisonFairy_Cast_R03_V3\SFX_Nikki_Skill_PoisonFairy_Cast_R03_V3,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\3C\SFX_Nikki_Skill_PoisonFairy_Cast_R03_V3.wav,-24.5 ,-21.5 ,"{'max': 3.0, 'min': 3.0, 'type': 'oneShot'}",0,0,SFX_Nikki_Skill_PoisonFairy_Cast_R03_V3,0,0,SFX_Nikki_Skill_PoisonFairy_Cast,0,4,Nikki_Skill_PoisonFairy,0,-3,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-20.5 ,-18.0 ,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_Purege\Nikki_Skill_Purege_NianNianDan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao_R01\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\NianNiandan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao_R01.wav,-20.5 ,-18.0 ,"{'max': 1.8266338109970093, 'min': 1.8266338109970093, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao_R01,0,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao,-3,0,Nikki_Skill_Purege_NianNianDan,0,0,Nikki_Skill_Purege,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-20.5 ,-14.8 ,nikki_Float_start_231122_v4,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Float\Nikki_Skill_Float\Nikki_Skill_Float_Default\nikki_Float_start_V2\nikki_Float_start_231122_v4,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\nikki_Float_start_231122_v4.wav,-25.5 ,-19.8 ,"{'max': 2.0950520038604736, 'min': 2.0950520038604736, 'type': 'oneShot'}",0,0,nikki_Float_start_V2,0,0,Nikki_Skill_Float_Default,0,0,Nikki_Skill_Float,0,0,Nikki_Skill_Float,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-20.5 ,-18.8 ,ui_ingame_shounahe_close,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Ability\Nikki_Common_Obsolete\nikki_skill\nikki_shounahe_close\ui_ingame_shounahe_close,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\0120\ui_ingame_shounahe_close.wav,-14.5 ,-12.8 ,"{'max': 1.0576870441436768, 'min': 1.0576870441436768, 'type': 'oneShot'}",0,0,nikki_shounahe_close,-9,0,nikki_skill,0,0,Nikki_Common_Obsolete,,,Ability,0,0,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,,,,3
-20.5 ,-18.4 ,Vo_Nikki_Std_Idle_Action_end01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_Pillow\Nikki_Skill_Pillow\Vo_Nikki_Std_Idle_Action_end01\Vo_Nikki_Std_Idle_Action_end01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\Voices\Japanese\Vo_Ability\Vo_Nikki_Std_Idle_Action_end01.wav,-21.5 ,-19.4 ,"{'max': 0.6009530425071716, 'min': 0.6009530425071716, 'type': 'oneShot'}",0,0,Vo_Nikki_Std_Idle_Action_end01,0,0,Nikki_Skill_Pillow,0,0,Nikki_Skill_Pillow,-2,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-20.6 ,-16.3 ,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music_R04,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_FlowerCat\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music_R04\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music_R04,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\FlowerCat\Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music_R04.wav,-20.6 ,-16.3 ,"{'max': 3.6161389350891113, 'min': 3.6161389350891113, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music_R04,0,0,Sfx_3C_Nikki_Skill_NS_Fight_Clothing_S0331_Ultra_Attack_yc_Music,7,0,Nikki_Skill_FlowerCat,-10,0,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-20.6 ,-18.3 ,Sfx_3C_Nikki_Skill_NY0074_WhiteDragon_Flight_FirstSprint_Anim,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_WhiteDragon\Nikki_Skill_WhiteDragon_Fly\Sfx_3C_Nikki_Skill_NY0074_WhiteDragon_Flight_FirstSprint_Anim\Sfx_3C_Nikki_Skill_NY0074_WhiteDragon_Flight_FirstSprint_Anim,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\WhiteDragon\Sfx_3C_Nikki_Skill_NY0074_WhiteDragon_Flight_FirstSprint_Anim.wav,-23.6 ,-21.3 ,"{'max': 2.9518368244171143, 'min': 2.9518368244171143, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NY0074_WhiteDragon_Flight_FirstSprint_Anim,6,0,Nikki_Skill_WhiteDragon_Fly,0,0,Nikki_Skill_WhiteDragon,-6,0,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-20.6 ,-16.7 ,nikki_Float_start_V3_01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Float\Nikki_Skill_Float\Nikki_Skill_Float_Default\nikki_Float_start\nikki_Float_start_V3_01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\float\nikki_Float_start_V3.wav,-22.6 ,-18.7 ,"{'max': 5.795916557312012, 'min': 5.795916557312012, 'type': 'oneShot'}",0,0,nikki_Float_start,-3,0,Nikki_Skill_Float_Default,0,0,Nikki_Skill_Float,0,0,Nikki_Skill_Float,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-20.6 ,-17.6 ,Sfx_3C_Nikki_Skill_S0001_FireworkJump_Fall_Anim_R03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_2_3C\Dev1_2_3C\Nikki_Skill_1_2\Nikki_Skill_1_2\Nikki_Skill_Float_FireworkJump\Sfx_3C_Nikki_Skill_S0001_FireworkJump_Fall_Anim\Sfx_3C_Nikki_Skill_S0001_FireworkJump_Fall_Anim_R03\Sfx_3C_Nikki_Skill_S0001_FireworkJump_Fall_Anim_R03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Float\FireworkJump\Sfx_3C_Nikki_Skill_S0001_FireworkJump_Fall_Anim_R03.wav,-23.6 ,-20.6 ,"{'max': 2.1488125324249268, 'min': 2.1488125324249268, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_S0001_FireworkJump_Fall_Anim_R03,0,0,Sfx_3C_Nikki_Skill_S0001_FireworkJump_Fall_Anim,0,0,Nikki_Skill_Float_FireworkJump,0,0,Nikki_Skill_1_2,0,0,Nikki_Skill_1_2,,,Dev1_2_3C,0,0,Dev1_2_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-20.7 ,-15.7 ,nikki_skill_purege_ball_impact_05,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_Purege\Nikki_Skill_Purege_NianNianDan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_04\nikki_skill_purege_ball_impact\nikki_skill_purege_ball_impact_05\nikki_skill_purege_ball_impact_05,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\nikki_skill_purege_ball_impact_05.wav,-31.7 ,-26.7 ,"{'max': 0.9230683445930481, 'min': 0.9230683445930481, 'type': 'oneShot'}",0,0,nikki_skill_purege_ball_impact_05,0,0,nikki_skill_purege_ball_impact,5,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_04,3,0,Nikki_Skill_Purege_NianNianDan,0,0,Nikki_Skill_Purege,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-20.8 ,-18.7 ,nikki_afire1,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Ability\Nikki_Common_Obsolete\nikki_skill\nikki_skill_afire1\nikki_afire1,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_afire1.wav,-17.8 ,-15.7 ,"{'max': 1.5207256078720093, 'min': 1.5207256078720093, 'type': 'oneShot'}",0,0,nikki_skill_afire1,-6,0,nikki_skill,0,0,Nikki_Common_Obsolete,,,Ability,0,0,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,,,,3
-20.8 ,-18.6 ,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao_R03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_Purege\Nikki_Skill_Purege_NianNianDan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao_R03\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao_R03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\NianNiandan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao_R03.wav,-20.8 ,-18.6 ,"{'max': 1.7983709573745728, 'min': 1.7983709573745728, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao_R03,0,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_10Bao,-3,0,Nikki_Skill_Purege_NianNianDan,0,0,Nikki_Skill_Purege,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-21.0 ,-19.3 ,nikki_juanshu_rollout,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Ability\Nikki_Common_Obsolete\nikki_skill\nikki_juanshu_rollout\nikki_juanshu_rollout,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_juanshu_rollout.wav,-16.0 ,-14.3 ,"{'max': 2.9606802463531494, 'min': 2.9606802463531494, 'type': 'oneShot'}",0,0,nikki_juanshu_rollout,-8,0,nikki_skill,0,0,Nikki_Common_Obsolete,,,Ability,0,0,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,,,,3
